codiceVia;nomeVia;isSensoUnico;nome_strada
3811;TANGENZIALE SUD;1;SS 12 svincoli
8486;VIA DEI FRAGARI;0;
1565;PIAZZETTA BRUNO LUNELLI;0;
2860;VIA SAN PIETRO;0;
2540;VIA RAGAZZI DEL '99;0;
8039;VIA DI REVOLTA;1;
8128;VIA DEI MASI;0;
2270;PIAZZA M. PASI;0;
8840;VIA SANTA MARINA;0;
8840;VIA SANTA MARINA;0;
2870;VICOLO SAN PIETRO;0;
7480;VIA PINARA;0;
1570;VIA E. MACCANI;1;
1550;PIAZZA LODRON;0;
2860;VIA SAN PIETRO;1;
3901;VIA G. MATTEOTTI;1;
7815;VIA NAZIONALE;0;
8804;RACCORDO AL CASELLO SUD;1;
8804;RACCORDO AL CASELLO SUD;1;
50;PIAZZA ADAMO D'AROGNO;0;
8524;VIA DEL DOS DE LA LUNA;0;
5300;LOCALITA' RONCAFORT;0;
3340;VIA DEL TRAVAI;0;
3110;VIA F. SERAFINI;1;
50;PIAZZA ADAMO D'AROGNO;0;
3510;VIA VITTORIO VENETO;0;
60;VICOLO DELL'ADIGE;0;
3520;VICOLO DEL VO';0;
3520;VICOLO DEL VO';0;
8800;VIA DEL PONTE;0;
3480;VIA VICENZA;0;
4024;DOS SAN ROCCO;0;
680;VIA CAMILLO BENSO CAVOUR;1;
7150;VIA SAN ROCCO;1;
5781;VIA DELLE PALAZZINE;0;
1040;PIAZZA DUOMO;1;
7855;LOCALITA' I GREZZI;0;
7790;VIA DELLA COOPERAZIONE;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
2300;VIA G. PECORI GIRALDI;1;
8529;PIAZZA T. SONTACCHI;0;
8650;STRADA DI CANDRIAI;0;
8800;VIA DEL PONTE;0;SP 90 Destra Adige
8800;VIA DEL PONTE;0;
3080;VIA G.A. SCOPOLI;1;
3050;LARGO N. SAURO;1;
5300;LOCALITA' RONCAFORT;0;
1860;VIA GEN. GIACOMO MEDICI;0;
7180;STRADA DELLE TABARELLE;0;
5090;VIA DELLA CANOVA;0;
8215;VIA DEL NARONCH;0;
2460;VIA DELLA PONTARA;0;
520;VIA CAIO VALERIO MARIANO;1;
5290;VIA 4 NOVEMBRE;0;
8421;VIA SANTI PIETRO E PAOLO;0;
0;;1;
0;;1;
7110;VIA MARZOLA;0;
7350;VIA SALE';0;
7210;VIA TORRICELLE;0;
5010;VIA AEROPORTO;0;
5370;VIA B. TODESCA;0;
7350;VIA SALE';0;
630;VIA DEI CASTELBARCO;0;
8067;VIA DEL PRA DE LA FAVA;0;
3100;VIA G. SEGANTINI;1;
400;VIA DEL BRENNERO;0;
660;VIA CAURIOL;0;
3832;VIA V. DE RICCABONA;0;
3150;VIA DEI SOLTERI;0;
7440;VIA REDONDOLO;0;
7515;VIA ALLE VOLPARE;0;
8473;VICOLO DEI CROZZI;0;
1060;VIA MONS. C. ENDRICI;1;
730;VIA DELLA CERERIA;0;
3824;VIA DI SAN VINCENZO;0;
5510;P.TTA PROFUGHI IN MORAVIA;0;
3824;VIA DI SAN VINCENZO;0;
8499;VIA DEL BROLIO;0;
7335;VIA BORINO;0;
6390;STRADA DELLA VALSUGANA;0;SP 204 Villazzano-Ponte Ludovico
8113;VIA AL BRAIDON;0;
8720;VIA PER BELVEDERE;0;
5745;VIA MATTIA CARNERI;0;
6427;LARGO PADRE TEOFILO;0;
3502;VIA DEI GIARDINI;0;
6495;VIA DI ZELL;0;
8121;STRADA DELLA CASARA;0;
8411;VIA DI CAMPARTA MEDIA;0;
350;VIA B. BOMPORTO;0;
3450;VIALE VERONA;0;
8049;STRADA PER LE TRE CIME;0;SP 85 dir Sopramonte
740;VIA DELLA CERVARA;0;
630;VIA DEI CASTELBARCO;0;
600;VIA DEI CAPPUCCINI;0;
1350;VIA G. GIUSTI;0;
2960;VIA SANTA MARGHERITA;1;
5680;VIA KLAGENFURT;0;
8315;STRADA DI PIAZZAMANA;0;SP 85 dir Vigolo Baselga
3040;PIAZZETTA DEL SASS;0;
880;PIAZZA DANTE;1;
3210;VIA DEL SUFFRAGIO;1;
8513;VICOLO DEI DALL'AVO;0;
2080;VIALE DEGLI OLMI;0;
3824;VIA DI SAN VINCENZO;0;
8960;VIA ALLE SETTE FONTANE;0;
8469;P.GGIO DON PIETRO TONETTA;0;
2800;VIA SAN MARCO;0;
2050;VIA A. NICOLODI;0;
7460;VIA DON TOMMASO DALLAFIOR;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
5715;VIA GRAZ;0;
5660;VIA DI SPINI;0;
430;VIA BRESCIA;0;
5755;VIA F. A. GIONGO;0;
8472;PIAZZA DELL'ASSUNTA;0;
8212;VIA DON LUCA DEFLORIAN;1;
1550;PIAZZA LODRON;0;
5675;VIA BREGENZ;0;
3720;VIA DELLA MALPENSADA;0;
8701;PAVIONE;0;
2990;PIAZZA S. MARIA MAGGIORE;1;
5680;VIA KLAGENFURT;0;
310;VIA E. BEZZI;0;
440;VIA DI BRIAMASCO;0;
600;VIA DEI CAPPUCCINI;0;
630;VIA DEI CASTELBARCO;0;
400;VIA DEL BRENNERO;1;
0;;1;
6310;VIA PONTE ALTO;0;
7150;VIA SAN ROCCO;0;
8491;STRADA ALLE GORGHE;0;
8468;VIA G. SALVADORI ZANATTA;0;
770;VIA E. CHINI;0;
7704;STRADA AI PALAZZI;0;
1280;VIA A. GAZZOLETTI;1;
1860;VIA GEN. GIACOMO MEDICI;1;
770;VIA E. CHINI;0;
7460;VIA DON TOMMASO DALLAFIOR;1;SP 204 Villazzano-Ponte Ludovico
2650;VIA G.D. ROMAGNOSI;1;
3370;VIA C. VANNETTI;1;
7010;VIA ASIAGO;0;
1230;VIA G. GARIBALDI;0;
8870;VIA VAL GOLA;0;
7230;VIA VALNIGRA;0;
770;VIA E. CHINI;0;
7240;VIA DELLA VILLA;0;
770;VIA E. CHINI;0;
3270;VIA TOFANE;0;
6130;VIA DELLE COSTIOLE;0;
1350;VIA G. GIUSTI;0;
3510;VIA VITTORIO VENETO;0;
3510;VIA VITTORIO VENETO;0;
2670;VIA A. ROSMINI;0;
1350;VIA G. GIUSTI;0;
8935;VIA ALLE PORTE;0;
840;VIA DEL COMMERCIO;0;
8051;VIA DEI TURCATI;0;
1090;VIA E. FERMI;0;
3510;VIA VITTORIO VENETO;0;
7750;VIA DELLA TORRE FRANCA;0;
2380;LOCALITA' PIAZZINA;0;
1370;VIA GOCCIADORO;0;
8628;LARGO DELLA SPIAZZOLA;0;
8512;STRADA DEL CAMPAZ;0;
280;VIA O. BENEVOLI;0;
8490;VICOLO G. F. BORTOLOTTI;0;
8912;VIA DELLE ISCHIE;0;SP 131 Strada del Vino
2160;VIA DEGLI ORTI;1;
6495;VIA DI ZELL;0;
480;CORSO M. BUONARROTI;0;
1570;VIA E. MACCANI;0;
6003;VIA BASSANO;1;SS 47 della Valsugana
6411;VIA PER TAVERNARO;0;
1120;VIA FERSINA;0;
3200;VICOLO DELLA STORTA;0;
3816;PIAZZETTA NICOLO' RASMO;0;
7835;LOCALITA' LE MARTINELLE;0;
3270;VIA TOFANE;0;
3505;VIA DELLA SPALLIERA;0;
7010;VIA ASIAGO;0;
2130;VIA DELLE ORNE;1;
5290;VIA 4 NOVEMBRE;0;
3850;STRADA DELL'INTERPORTO;1;SP 235 dell'Interporto
3501;VIA CENTOCHIAVI;0;
7150;VIA SAN ROCCO;0;
5260;VIA PALUDI;0;
1130;PIAZZA DI FIERA;1;
8123;VIA DEL DOS DI SANT'ELENA;0;
8067;VIA DEL PRA DE LA FAVA;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
5290;VIA 4 NOVEMBRE;0;
6200;VIA B. KOFLER;0;
6090;VIA CASTEL DEI MERLI;0;
2180;VIA P. OSS MAZZURANA;0;
2330;VIA F.LLI PERINI;1;
6140;VIA DEL DOS;0;
6050;VIA AI BOLLERI;0;
1010;VIA DOS TRENTO;0;
2270;PIAZZA M. PASI;0;
3480;VIA VICENZA;0;
3470;PIAZZA VICENZA;0;
2820;VIA SAN MARTINO;0;
6122;PARCO DELLE COSTE;0;
1120;VIA FERSINA;0;
1380;VIA GORIZIA;0;
8023;VIA DI MURA;0;
281;VIA BERLINO;0;
5460;VIA INNSBRUCK;0;
1590;P.ZZA MADONNA DELLE LASTE;0;
8803;VIA STELLA;0;SP 90 Destra Adige
6170;VIA DEL FORTE;0;
3620;VIA AL MASO VISINTAINER;1;
6485;VIA DI MADERNO;0;
8496;PZ. MADONNA DI CARAVAGGIO;0;
2330;VIA F.LLI PERINI;1;
1090;VIA E. FERMI;0;
7155;VIA PIANIZZA;0;SS 349 della Val d'Assa e Pedemontana
8235;VIA MOSNA DI VIGOLO;0;
8520;VICOLO DEL RIO;0;
3504;VIA MURALTA;0;
7080;VIA GALASSA;0;
8528;VIA AL MASO GARBINI;0;
7890;VIA LIDORNO;1;SS 12 svincoli
2670;VIA A. ROSMINI;0;
7450;VIA CASTEL DI PIETRAPIANA;0;SP 204 Villazzano-Ponte Ludovico
740;VIA DELLA CERVARA;0;
740;VIA DELLA CERVARA;0;
3620;VIA AL MASO VISINTAINER;1;
3410;VIA VENEZIA;0;
2850;LUNGADIGE SAN NICOLO';0;
1125;VIA G. BARTALI;0;
1125;VIA G. BARTALI;0;
7345;VIA SABBIONI;0;
7345;VIA SABBIONI;0;
7455;VIA CELVA;0;
8489;VIA DEI POMPEI;0;
8069;STRADA DI VIGOLO BASELGA;0;SS 45 bis Gardesana Occ
8323;VIA DEI CASAI;0;
7750;VIA DELLA TORRE FRANCA;0;
1140;VIA F. FILZI;0;
5595;VIA DI MELTA;0;
1120;VIA FERSINA;0;
740;VIA DELLA CERVARA;0;
1470;VIA DELLE LASTE;0;
1120;VIA FERSINA;0;
6450;STRADA DI MONTEVACCINO;0;
7110;VIA MARZOLA;0;
7855;LOCALITA' I GREZZI;0;
7775;VIA DELLE CESE LONGHE;0;
7230;VIA VALNIGRA;0;
5781;VIA DELLE PALAZZINE;0;
7501;STRADA PER MARANZA;0;
740;VIA DELLA CERVARA;0;
7305;VIA ALLA CASCATA;1;
6416;VIA PER CASTEL VEDRO;0;
7240;VIA DELLA VILLA;0;
5340;VIA SOPRASASSO;0;
0;;1;SP 204 Villazzano-Ponte Ludovico
6110;VIA CESARINI;0;
7845;LOCALITA LASTE MATTARELLO;0;
6340;VIA SABBIONARE;0;
5010;VIA AEROPORTO;0;
1260;PIAZZA G.B. GARZETTI;0;
7240;VIA DELLA VILLA;0;
8486;VIA DEI FRAGARI;0;
900;VIA A. DEGASPERI;0;
7345;VIA SABBIONI;0;
7410;SALITA SANT'AGATA;0;
7090;VIA U. GIORDANO;0;
3525;VIA A. VOLTA;0;
8123;VIA DEL DOS DI SANT'ELENA;0;
5660;VIA DI SPINI;0;
7285;VIA G. ROBERTI;0;
8617;STRADA ALLA FUNIVIA;0;
8730;VIA BERLINA;0;
7385;VIA SPRE';0;
1700;VIA G. MANCI;1;
5906;MASO ROSSI;0;
6070;VIA ALLE CAMPANELLE;0;
1500;PIAZZA LEONARDO DA VINCI;1;
8803;VIA STELLA;0;SP 90 Destra Adige
7230;VIA VALNIGRA;0;
3832;VIA V. DE RICCABONA;1;
8475;VIA DEL CAMANTOLIN;0;
8004;STRADA DI CAMPEDEL;0;SP 85 dir Vigolo Baselga
1760;VIA A. MARIGHETTO;0;
8915;VIA DELLE PREDE;0;
7020;VIA BANALA;0;
8422;SPONDA TRENTINA;0;SP 76 dir S.Lazzaro
8216;VIA 12 SETTEMBRE;0;
6220;VIA DELLE MARNIGHE;0;
6220;VIA DELLE MARNIGHE;0;
8422;SPONDA TRENTINA;0;SP 76 dir S.Lazzaro
3480;VIA VICENZA;0;
8422;SPONDA TRENTINA;0;SP 76 dir S.Lazzaro
7935;PIAZZA QUINTILIO PERINI;0;
6220;VIA DELLE MARNIGHE;0;
7990;VIA POMERANOS;0;
7815;VIA NAZIONALE;0;
7340;LOCALITA' PASSO CIMIRLO;0;
2330;VIA F.LLI PERINI;1;
2330;VIA F.LLI PERINI;1;
2330;VIA F.LLI PERINI;1;
8055;VIA DI VEGIARA;0;
3503;VIA MESIANO;0;
2380;LOCALITA' PIAZZINA;0;
7160;VIA D. SARTORI;0;
1760;VIA A. MARIGHETTO;0;
8491;STRADA ALLE GORGHE;0;
930;VIA A. DIAZ;0;
7703;VIA DELLA GOTARDA;0;
7460;VIA DON TOMMASO DALLAFIOR;1;SP 204 Villazzano-Ponte Ludovico
3836;VIA ZITA LORENZI;0;
6450;STRADA DI MONTEVACCINO;0;
5760;VIA F. ORADINI;0;
770;VIA E. CHINI;0;
770;VIA E. CHINI;0;
8021;VIA AL MASO PETOCI;0;
1040;PIAZZA DUOMO;0;
2940;PIAZZETTA SANT'APOLLINARE;0;
5595;VIA DI MELTA;0;
530;VIA CALEPINA;1;
8970;VIA DEI RIMONI;0;
7815;VIA NAZIONALE;0;
3640;VIA DELLA PREDARA;0;
8046;VIA DELLA SELVA DI VASON;0;
8521;SALITA AI SPIAZZI;0;
1470;VIA DELLE LASTE;0;
780;VIA LA CLARINA;0;
0;;1;
1230;VIA G. GARIBALDI;0;
2920;VIA SAN VIGILIO;0;
4052;PONTE SAN NICOLO';0;
5595;VIA DI MELTA;0;
5745;VIA MATTIA CARNERI;0;
1700;VIA G. MANCI;1;
3720;VIA DELLA MALPENSADA;0;
8314;STRADA DOS DE LE GIARE;0;
3805;VIA GIANCARLO MARONI;0;
2270;PIAZZA M. PASI;0;
8960;VIA ALLE SETTE FONTANE;0;
3450;VIALE VERONA;0;
7420;VIA GRAFFIANO;0;
5460;VIA INNSBRUCK;1;
780;VIA LA CLARINA;0;
2045;VICOLO L. NICCOLINI;0;
8055;VIA DI VEGIARA;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
3807;TANGENZIALE OVEST;1;SS 12 svincoli
2590;VIA DON A. RIZZI;1;
7150;VIA SAN ROCCO;1;
8048;STRADA DI SPINEDA;0;
8031;PIAZZALE DELLA PESA;0;
7815;VIA NAZIONALE;0;
7200;VIA DEI TESSADRI;0;
8613;VIA DELLA CROSARA;0;
430;VIA BRESCIA;0;
3190;VIA A. STOPPANI;1;
5080;VIA L. CANEPPELE;0;
8526;VICOLO DELLA FILANDA;0;
2820;VIA SAN MARTINO;1;
8503;VIA DEL CESURET;0;
7220;VIA VALDACOLE;0;
3510;VIA VITTORIO VENETO;1;
281;VIA BERLINO;1;
8315;STRADA DI PIAZZAMANA;0;SP 85 dir Vigolo Baselga
3820;VIA LUIGI BRUGNARA;0;
1555;VIA R. LUNELLI;0;
5260;VIA PALUDI;0;
3450;VIALE VERONA;0;
6360;VIA SAN VITO;0;
0;;1;
780;VIA LA CLARINA;0;
780;VIA LA CLARINA;0;
1760;VIA A. MARIGHETTO;0;
7080;VIA GALASSA;0;
3832;VIA V. DE RICCABONA;1;
780;VIA LA CLARINA;0;
1760;VIA A. MARIGHETTO;0;
1960;VIA MONTELLO;0;
6070;VIA ALLE CAMPANELLE;0;
590;PIAZZA DEI CAPPUCCINI;0;
3290;VIA TORRE D'AUGUSTO;0;
8750;VIA DELLA CROCE;0;
6020;VIA BELLAVISTA;0;
8027;PIAZZA OVENO;0;
7335;VIA BORINO;0;
7990;VIA POMERANOS;0;
6050;VIA AI BOLLERI;0;
5070;VIA BOLZANO;1;
1080;VIA C. ESTERLE;1;
450;VIA BRIGATA ACQUI;1;
470;VIA G. BUCCELLA;1;
6040;VIA DEL BIANCOSPINO;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
8046;VIA DELLA SELVA DI VASON;0;
8653;STRADA DI VANEZE;0;SP 85 del Monte Bondone
2640;VIA ROMA;1;
240;VIA R. BELENZANI;1;
2110;VIA DELLE ORFANE;1;
3130;SALITA SODEGERIO DA TITO;0;
8323;VIA DEI CASAI;0;
5070;VIA BOLZANO;1;
1400;VIA DON GIUSEPPE GRAZIOLI;0;
0;;1;
2630;VICOLO DELLE ROGGE;0;
5010;VIA AEROPORTO;0;
7345;VIA SABBIONI;0;
3210;VIA DEL SUFFRAGIO;1;
7180;STRADA DELLE TABARELLE;0;
5460;VIA INNSBRUCK;0;
7080;VIA GALASSA;0;
7080;VIA GALASSA;0;
5290;VIA 4 NOVEMBRE;0;
7701;VIA ADOLFO ENDRIZZI;0;
8912;VIA DELLE ISCHIE;0;SP 131 Strada del Vino
8012;VIA ALLA DOSSA;0;
7795;VIA G. CATONI;0;
5460;VIA INNSBRUCK;0;
5460;VIA INNSBRUCK;1;
1730;VIA A. MANZONI;1;
8800;VIA DEL PONTE;0;SP 90 Destra Adige
7800;VIA DELLE FRATTE;0;
3833;VIA AL BOSCO DELLA CITTA';0;
3901;VIA G. MATTEOTTI;0;
6414;VIA PER CAMPEL;0;
7745;VIA VILLA VECCHIA;0;
8870;VIA VAL GOLA;0;
1710;VIA MANTOVA;1;
8042;PIAZZA DEL SACRO CUORE;0;
7240;VIA DELLA VILLA;0;
670;VIA DELLE CAVE;0;
3450;VIALE VERONA;0;
1380;VIA GORIZIA;1;
3503;VIA MESIANO;0;
2670;VIA A. ROSMINI;0;
8412;STRADA DEL DOS DI LAMAR;0;
3585;SALITA V. RICCI;0;
2650;VIA G.D. ROMAGNOSI;0;
8750;VIA DELLA CROCE;0;
2820;VIA SAN MARTINO;0;
2820;VIA SAN MARTINO;0;
2750;VIA S. FRANCESCO D'ASSISI;0;
7702;VIA DARIO LORENZINI;0;
8602;VIA LODOVICO DE BALZANI;1;
7795;VIA G. CATONI;0;
7263;VIA DEL NESPOLAR;0;
3503;VIA MESIANO;0;SP 204 Villazzano-Ponte Ludovico
7485;VIA DELLA RESISTENZA;0;
3503;VIA MESIANO;0;
8935;VIA ALLE PORTE;0;
3650;VIA A. SCHMID;0;
6370;VIA DON LEONE SERAFINI;0;
5260;VIA PALUDI;0;
3832;VIA V. DE RICCABONA;1;
7415;VIA ALLA VAL;0;
2650;VIA G.D. ROMAGNOSI;1;
6483;VIA DEI BERGAMINI;0;
8215;VIA DEL NARONCH;0;
7150;VIA SAN ROCCO;0;
7855;LOCALITA' I GREZZI;0;
7880;LOCALITA' LE BASSE;0;
2390;PIAZZA DI PIEDICASTELLO;0;
3824;VIA DI SAN VINCENZO;0;
7262;VIA DEL BOMPORT;0;
1700;VIA G. MANCI;1;
2880;VIA SAN PIO X;0;
1120;VIA FERSINA;1;
1740;VIA MARANZA;0;
500;VIA C. BUSETTI;0;
3450;VIALE VERONA;0;
7425;VIA GABBIOLO;0;
7420;VIA GRAFFIANO;0;
3630;VIA BEPI MOR;0;
8527;VIA DELLA CAVADA;0;
0;;1;
7230;VIA VALNIGRA;0;SP 204 Villazzano-Ponte Ludovico
3750;VIA DON LORENZO GUETTI;0;
8031;PIAZZALE DELLA PESA;0;
7795;VIA G. CATONI;1;
2730;VIA SAN BERNARDINO;1;
7713;VIA DI VALSORDA;0;
3470;PIAZZA VICENZA;0;
2990;PIAZZA S. MARIA MAGGIORE;1;
2700;VIA SAN BARTOLAMEO;1;
2700;VIA SAN BARTOLAMEO;0;
2050;VIA A. NICOLODI;0;
3450;VIALE VERONA;0;
1710;VIA MANTOVA;0;
1890;VIA MILANO;0;
3350;CORSO 3 NOVEMBRE;1;
3000;VIA SANTA TRINITA';1;
900;VIA A. DEGASPERI;0;
3503;VIA MESIANO;0;
7815;VIA NAZIONALE;1;
7745;VIA VILLA VECCHIA;0;
7984;VIA DELLE REGOLE;0;
5460;VIA INNSBRUCK;1;
8063;CAMPRA;0;
1090;VIA E. FERMI;0;
8627;P.ZZA S.FILIPPO E GIACOMO;0;
2300;VIA G. PECORI GIRALDI;1;
8912;VIA DELLE ISCHIE;0;
6140;VIA DEL DOS;0;
7701;VIA ADOLFO ENDRIZZI;0;
7355;VIA DEI RIVI;0;
410;VIA O. BRENTARI;1;
2280;VIA PASUBIO;1;
6454;VIA DEL LAVARON;0;
7230;VIA VALNIGRA;0;
7505;VIA SOMMARIVE;0;
2240;GALLERIA DEI PARTIGIANI;0;
3508;VIA A. GOIO;0;
4059;GIARDINO DI P.ZZA VENEZIA;0;
4055;GIARDINO DI PIAZZA DANTE;0;
570;PIAZZA GEN. A. CANTORE;0;
3450;VIALE VERONA;0;
1930;VIA MONTE BALDO;0;
8323;VIA DEI CASAI;0;
350;VIA B. BOMPORTO;0;
4058;GIARDINO DI P.ZZA CANTORE;0;
7415;VIA ALLA VAL;0;
7230;VIA VALNIGRA;0;
7240;VIA DELLA VILLA;0;
1800;VIA MARSALA;0;
8467;SALITA DEL RONZEL;0;
4001;GIARDINO DELLA PREDARA;0;
8551;VIA DEL NOGARE';0;
210;VIA F. BARBACOVI;1;
6460;VIA DEL MONT DE SORA;0;SP 131 del Vino 2 tronco
930;VIA A. DIAZ;1;
8467;SALITA DEL RONZEL;0;
7890;VIA LIDORNO;1;SS 12 svincoli
8543;PIAZZETTA DI SAN LAZZARO;0;
2000;VIA DELLA MOSTRA;0;
3310;VIA TORRE VERDE;0;
8911;VIA DEI POMARI;0;
2870;VICOLO SAN PIETRO;0;
7420;VIA GRAFFIANO;0;
8136;STRADA PER TEZ;0;
3480;VIA VICENZA;0;
1900;VIA DEI MILLE;0;
7268;VIA DELLA VILLA PAROLARI;0;
130;PIAZZETTA ANFITEATRO;0;
6409;VIA ANTONIA PRUNER;0;
6425;VIA DI SAN FABIANO;0;
1355;VIA H. GMEINER;0;
330;VIA BOLGHERA;1;
7984;VIA DELLE REGOLE;0;
8016;VIA DEL LAON;0;
1280;VIA A. GAZZOLETTI;1;
8840;VIA SANTA MARINA;0;
5460;VIA INNSBRUCK;0;
8600;VIA ALTO SASSO;0;SP 85 del Monte Bondone
3811;TANGENZIALE SUD;1;SS 12 svincoli
0;;1;
7490;VIA DEI RONCHI;0;
8803;VIA STELLA;0;SP 90 Destra Adige
5560;VIA DEL PIOPPETO;0;
7440;VIA REDONDOLO;0;
5680;VIA KLAGENFURT;0;
1850;LARGO MEDAGLIE D'ORO;1;
7305;VIA ALLA CASCATA;0;
1080;VIA C. ESTERLE;0;
7485;VIA DELLA RESISTENZA;0;
1350;VIA G. GIUSTI;1;
3710;PIAZZA S. TERESA VERZERI;0;
2990;PIAZZA S. MARIA MAGGIORE;1;
2990;PIAZZA S. MARIA MAGGIORE;1;
170;VIA A. APOLLONIO;1;
7984;VIA DELLE REGOLE;0;
8501;STRADA DELLA CA COMUNA;0;
150;VIA L. ANZOLETTI;1;
8235;VIA MOSNA DI VIGOLO;0;
2690;VIA DELLA SALUGA;0;
8122;VIA DI COLTURA;0;
3640;VIA DELLA PREDARA;0;
6070;VIA ALLE CAMPANELLE;0;
6400;VIA ALLA VEDUTA;0;
1370;VIA GOCCIADORO;0;
3505;VIA DELLA SPALLIERA;0;
6290;VIA DEGLI OLIVI;0;
2170;VIA ORTIGARA;0;
7450;VIA CASTEL DI PIETRAPIANA;0;
1040;PIAZZA DUOMO;1;
1140;VIA F. FILZI;0;
8960;VIA ALLE SETTE FONTANE;0;
3350;CORSO 3 NOVEMBRE;0;
8052;VIA DELLA VAL DEI MOLINI;0;SP 85 dir Vigolo Baselga
4039;TOP CENTER;0;
8720;VIA PER BELVEDERE;0;
2475;PORT'AQUILA;0;
8517;VIA DEI GUARINONI;0;
1170;VIA FELICE E G. FONTANA;0;
8840;VIA SANTA MARINA;0;
8529;PIAZZA T. SONTACCHI;0;
3440;VIA G. VERDI;0;
8018;VIA AL MASO BANAL;0;
8534;VIA DELLE SUGARINE;0;
740;VIA DELLA CERVARA;0;
3510;VIA VITTORIO VENETO;0;
3850;STRADA DELL'INTERPORTO;1;STRADA DELL'INTERPORTO
8132;PIAZZA DELLA REGOLA;0;
1860;VIA GEN. GIACOMO MEDICI;1;
7340;LOCALITA' PASSO CIMIRLO;0;
8496;PZ. MADONNA DI CARAVAGGIO;0;
8740;VIA CENTRALE;0;
6453;VIA DI PRAMORGHEN;0;
7305;VIA ALLA CASCATA;0;
8740;VIA CENTRALE;0;
2990;PIAZZA S. MARIA MAGGIORE;0;
6240;VIA DEI MASETTI;0;
7745;VIA VILLA VECCHIA;0;
6050;VIA AI BOLLERI;0;
2670;VIA A. ROSMINI;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
8720;VIA PER BELVEDERE;0;
7305;VIA ALLA CASCATA;1;
2430;VIA DI PIETRASTRETTA;0;
2045;VICOLO L. NICCOLINI;1;
7815;VIA NAZIONALE;0;
5080;VIA L. CANEPPELE;1;
1380;VIA GORIZIA;0;
900;VIA A. DEGASPERI;0;
7510;VIA DEI VALONI;0;
650;VIA AL CASTELLER;0;
1120;VIA FERSINA;1;
8634;VIA DOMENICO ZENI;0;
1840;VIA G. MAZZINI;1;
1270;VICOLO GAUDENTI;0;
1790;VIA M. MARIANI;0;
8116;STRADA DI CADINE;1;SS 45 bis Gardesana Occ
3490;P.ZZA ALESSANDRO VITTORIA;1;
1050;VIA L. EINAUDI;0;
2950;VIA SANTA CROCE;1;
8021;VIA AL MASO PETOCI;0;
1350;VIA G. GIUSTI;0;
7815;VIA NAZIONALE;0;
7815;VIA NAZIONALE;0;
7815;VIA NAZIONALE;0;
7815;VIA NAZIONALE;0;
7220;VIA VALDACOLE;0;
8870;VIA VAL GOLA;0;
2880;VIA SAN PIO X;0;
7815;VIA NAZIONALE;0;
8935;VIA ALLE PORTE;0;
7230;VIA VALNIGRA;0;
7262;VIA DEL BOMPORT;0;
7750;VIA DELLA TORRE FRANCA;0;
7080;VIA GALASSA;0;
1120;VIA FERSINA;1;
7800;VIA DELLE FRATTE;0;
830;VIA DELLA COLLINA;0;
8129;VIA DEL MOLIN;0;
5680;VIA KLAGENFURT;0;
2880;VIA SAN PIO X;0;
1170;VIA FELICE E G. FONTANA;0;
3700;PASSAGGIO B. DISERTORI;0;
1870;VIA C. MENGUZZATO;0;
0;;1;
3829;VIA TULLIO ODORIZZI;0;
8803;VIA STELLA;0;
8461;VIA DON EMILIO PERUGINI;0;
6489;VIA PER FONTANASANTA;0;
281;VIA BERLINO;1;
3811;TANGENZIALE SUD;1;SS 12 svincoli
8911;VIA DEI POMARI;0;SP 90 Destra Adige
3827;VIA DEI MARINAI D'ITALIA;0;
900;VIA A. DEGASPERI;0;
740;VIA DELLA CERVARA;0;
1220;VIA T. GAR;0;
1350;VIA G. GIUSTI;0;
7990;VIA POMERANOS;0;
5470;VIA 2 GIUGNO;1;
8803;VIA STELLA;0;
8492;VIA ALLE OSELERE;0;
3480;VIA VICENZA;0;
5038;VIA AVISIO;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
1710;VIA MANTOVA;1;
3590;VIA DI CAMPOTRENTINO;0;
7460;VIA DON TOMMASO DALLAFIOR;1;SP 204 Villazzano-Ponte Ludovico
8415;VIA CASTEL DI CORTESANO;0;
7460;VIA DON TOMMASO DALLAFIOR;1;SP 204 Villazzano-Ponte Ludovico
3020;VIA SANTI COSMA E DAMIANO;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
8130;VIA AL PASIEL;1;SS 45 bis Gardesana Occ
3827;VIA DEI MARINAI D'ITALIA;1;
8027;PIAZZA OVENO;0;
8930;VIA DELLE FONTANELLE;0;
8112;STRADA PER I BACANDI;0;
5020;VIA C. ANDREATTA;0;
7485;VIA DELLA RESISTENZA;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
6080;VIA DEL CAPITEL;0;
3020;VIA SANTI COSMA E DAMIANO;0;
1140;VIA F. FILZI;0;
8475;VIA DEL CAMANTOLIN;0;
3150;VIA DEI SOLTERI;0;
3811;TANGENZIALE SUD;1;
5730;VIA MARTINO AICHNER;0;
1870;VIA C. MENGUZZATO;1;
3832;VIA V. DE RICCABONA;1;
